State,County,City,Business Entity,Warehouse Name,License Type,License Status,[License Number],CCC Code,CCC Status,Functional Unit,Capacities,Year of Ingest Date,Month of Ingest Date,Day of Ingest Date
WA,"Lincoln, WA",HOMESTEAD,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,49,"30,000",2026,September,9
WA,"Lincoln, WA",Lamona,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,35,"638,000",2026,September,9
WA,"Lincoln, WA",Odessa,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,33,"235,000",2026,September,9
WA,"Lincoln, WA",Odessa,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,40,"831,000",2026,September,9
WA,"Lincoln, WA",Reardan,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,43,"2,026,000",2026,September,9
WA,"Lincoln, WA",Sherman,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,15,"159,000",2026,September,9
WA,"Lincoln, WA",Sprague,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,47,"698,000",2026,September,9
WA,"Lincoln, WA",TALKINGTON,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,37,"41,000",2026,September,9
WA,"Lincoln, WA",Wilbur,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,14,,2026,September,9
WA,"Lincoln, WA",Wilbur,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,16,,2026,September,9
WA,"Okanogan, WA",Brewster,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,7,,2026,September,9
WA,"Spokane, WA",FOUR LAKES,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,50,"4,767,000",2026,September,9
WA,"Spokane, WA",Medical Lake,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,27,"400,000",2026,September,9
WA,"Spokane, WA",Reardan,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,31,"671,000",2026,September,9
WA,"Stevens, WA",Hunters,"Highline Grain Growers, Inc.","HIGHLINE GRAIN GROWERS, INC.",State,,[],[8-1299],Approved,32,"56,000",2026,September,9
IL,"Warren, IL",Cameron,Cameron Grain Corp.,CAMERON GRAIN CORP.,State,,[],[8-1315],Approved,1,"3,858,000",2026,September,9
IL,"Warren, IL",GALESBURG,Cameron Grain Corp.,CAMERON GRAIN CORP.,State,,[],[8-1315],Approved,2,"1,382,000",2026,September,9
WA,"Whitman, WA",ROSALIA (PINE CITY),Inland Empire Milling Company,Inland Empire Milling Company,State,,[],[8-1321],Approved,3,"1,225,000",2026,September,9
WA,"Whitman, WA",ST. JOHN,Inland Empire Milling Company,Inland Empire Milling Company,State,,[],[8-1321],Approved,1,"199,000",2026,September,9
WA,"Whitman, WA",ST. JOHN (PLEASANT VALLEY),Inland Empire Milling Company,Inland Empire Milling Company,State,,[],[8-1321],Approved,2,"438,000",2026,September,9
MO,"Saline, MO",SLATER,"Ray-Carroll County Grain Growers, Inc.",Ray-Carroll Elevator,Federal,I - Issued,[3-5010],[8-1334],Approved,10,"6,866,000",2026,September,9
IL,"Cass, IL",BEARDSTOWN,"Cargill, Incorporated",CARGILL SRR ELEVATORS,Federal,I - Issued,[3-10089],[8-1352],Approved,2,"3,507,000",2026,September,9
IL,"Schuyler, IL",Frederick,"Cargill, Incorporated",CARGILL SRR ELEVATORS,Federal,I - Issued,[3-10089],[8-1352],Approved,22,"7,307,000",2026,September,9
IL,"Marshall, IL",LACON,"Cargill, Incorporated",Cargill NRR Elevators,Federal,I - Issued,[3-10090],[8-1354],Approved,12,"487,000",2026,September,9
IL,"Iroquois, IL",GILMAN,"Cargill, Incorporated",Cargill ER Elevators,Federal,I - Issued,[3-10088],[8-1360],Approved,7,"10,489,000",2026,September,9
KY,"Fulton, KY",HICKMAN,"Cargill, Incorporated",CARGILL SRR ELEVATORS,Federal,I - Issued,[3-10089],[8-1369],Approved,11,"2,969,000",2026,September,9
OH,"Van Wert, OH",DELPHOS,"Bunge North America, Inc.",BUNGE NORTH AMERICA SOY PLANT,Federal,I - Issued,[3-9746],[8-1375],Approved,1,"1,707,000",2026,September,9
NE,"Hall, NE",Shelton,"Cargill, Incorporated",Cargill West Elevators,Federal,I - Issued,[3-10091],[8-1380],Approved,13,"4,076,000",2026,September,9
SD,"Hanson, SD",EMERY,"Cargill, Incorporated",Cargill West Elevators,Federal,I - Issued,[3-10091],[8-1382],Approved,23,"10,002,000",2026,September,9
SD,"Hutchinson, SD",Parkston,"Cargill, Incorporated",Cargill West Elevators,Federal,I - Issued,[3-10091],[8-1382],Approved,27,"6,592,000",2026,September,9
SD,"Yankton, SD",Yankton,"Cargill, Incorporated",Cargill West Elevators,Federal,I - Issued,[3-10091],[8-1382],Approved,28,"5,666,000",2026,September,9
IA,"Muscatine, IA",MUSCATINE,"Cargill, Incorporated",Cargill NRR Elevators,Federal,I - Issued,[3-10090],[8-1385],Approved,5,"1,256,000",2026,September,9
IA,"Scott, IA",Bettendorf,"Cargill, Incorporated",Cargill NRR Elevators,Federal,I - Issued,[3-10090],[8-1385],Approved,17,"474,000",2026,September,9
IL,"Mercer, IL",KEITHSBURG,"Cargill, Incorporated",Cargill NRR Elevators,Federal,I - Issued,[3-10090],[8-1385],Approved,18,"382,000",2026,September,9
IL,"Mercer, IL",NEW BOSTON,"Cargill, Incorporated",Cargill NRR Elevators,Federal,I - Issued,[3-10090],[8-1385],Approved,6,"314,000",2026,September,9
ID,"Benewah, ID",TENSED,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,28,"406,000",2026,September,9
ID,"Latah, ID",GENESEE,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,1,"7,072,000",2026,September,9
ID,"Nez Perce, ID",LEWISTON,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,17,"368,000",2026,September,9
WA,"Spokane, WA",CHENEY,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,27,"703,000",2026,September,9
WA,"Spokane, WA",FAIRFIELD,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,29,"2,097,000",2026,September,9
WA,"Spokane, WA",LATAH,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,33,"467,000",2026,September,9
WA,"Spokane, WA",PLAZA,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,22,"743,000",2026,September,9
WA,"Spokane, WA",SPANGLE,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,23,"899,000",2026,September,9
WA,"Spokane, WA",SPOKANE,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,26,"775,000",2026,September,9
WA,"Spokane, WA",SPRING VALLEY,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,24,"515,000",2026,September,9
WA,"Spokane, WA",WAVERLY,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,30,"521,000",2026,September,9
WA,"Whitman, WA",ALBION,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,9,"420,000",2026,September,9
WA,"Whitman, WA",ALMOTA,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,7,"696,000",2026,September,9
WA,"Whitman, WA",CASHUP,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,16,"225,000",2026,September,9
WA,"Whitman, WA",CHAMBERS,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,4,"690,000",2026,September,9
WA,"Whitman, WA",COLFAX,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,10,"222,000",2026,September,9
WA,"Whitman, WA",COLTON,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,2,"404,000",2026,September,9
WA,"Whitman, WA",EWARTSVILLE,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,6,"492,000",2026,September,9
WA,"Whitman, WA",FAIRBANKS,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,35,"260,000",2026,September,9
WA,"Whitman, WA",FALLON,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,8,"1,418,000",2026,September,9
WA,"Whitman, WA",FARMINGTON,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,34,"146,000",2026,September,9
WA,"Whitman, WA",GARFIELD,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,31,"423,000",2026,September,9
WA,"Whitman, WA",GLENWOOD,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,11,"468,000",2026,September,9
WA,"Whitman, WA",JOHNSON,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,3,"227,000",2026,September,9
WA,"Whitman, WA",LACROSSE (DUSTY),"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,37,"3,252,000",2026,September,9
WA,"Whitman, WA",MANNING,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,13,"143,000",2026,September,9
WA,"Whitman, WA",MCCOY,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,36,"271,000",2026,September,9
WA,"Whitman, WA",MCCOY TERMINAL,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,20,"6,588,000",2026,September,9
WA,"Whitman, WA",MOCKONEMA,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,12,"227,000",2026,September,9
WA,"Whitman, WA",OAKESDALE,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,32,"1,440,000",2026,September,9
WA,"Whitman, WA",PINE CITY,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,21,"196,000",2026,September,9
WA,"Whitman, WA",POMEROY,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,38,"1,061,000",2026,September,9
WA,"Whitman, WA",PULLMAN,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,5,"388,000",2026,September,9
WA,"Whitman, WA",ROSALIA,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,18,"954,000",2026,September,9
WA,"Whitman, WA",SELTICE,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,19,"120,000",2026,September,9
WA,"Whitman, WA",STEPTOE,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,14,"878,000",2026,September,9
WA,"Whitman, WA",THORNTON,"Pacific Northwest Farmers Cooperative, Inc.",PNWFC ELEVATOR,Federal,I - Issued,[3-9845],[8-1387],Approved,15,"561,000",2026,September,9
TN,"Lauderdale, TN",HALES POINT,"Cargill, Incorporated",CARGILL SRR ELEVATORS,Federal,I - Issued,[3-10089],[8-1388],Approved,13,"943,000",2026,September,9
IL,"Coles, IL",OAKLAND,Archer-Daniels-Midland Company,ARCHER DANIEL MIDLAND COMPANY,State,,[],[8-1401],Approved,1,"2,872,000",2026,September,9
IL,"Hancock, IL",BURNSIDE,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10006],[8-1424],Approved,15,"429,000",2026,September,9
IL,"Hancock, IL",Colusa,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10006],[8-1424],Approved,14,"1,931,000",2026,September,9
IL,"Hancock, IL",Dallas City,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10006],[8-1424],Approved,13,"256,000",2026,September,9
IL,"Hancock, IL",FERRIS,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10006],[8-1424],Approved,16,"387,000",2026,September,9
IL,"Hancock, IL",NAUVOO,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10006],[8-1424],Approved,12,"4,210,000",2026,September,9
OH,"Shelby, OH",SIDNEY,"Cargill, Incorporated",CARGILL SIDNEY ELEVATOR,Federal,I - Issued,[3-6961],[8-1425],Approved,1,"4,742,000",2026,September,9
OH,"Montgomery, OH",DAYTON,"Cargill, Incorporated",CARGILL DAYTON ELEVATOR,Federal,I - Issued,[3-6083],[8-1427],Approved,1,"2,488,000",2026,September,9
WI,"Chippewa, WI",CADOTT,"Cadott Grain Service, LLC","CADOTT GRAIN SERVICE, LLC",State,,[],[8-1428],Approved,1,,2026,September,9
OH,"Seneca, OH",TIFFIN,"Tiffin Farmers Cooperative, Inc.",TIFFIN FARMERS ELEVATOR,State,,[],[8-1429],Approved,1,"875,000",2026,September,9
IL,"Lee, IL",West Brooklyn,West Brooklyn Farmers Cooperative Company,WEST BROOKLYN FARMERS COOPERATIVE COMPANY,State,,[],[8-1434],Approved,1,"1,217,000",2026,September,9
IL,"Pike, IL",FLORENCE,"Cargill, Incorporated",CARGILL SRR ELEVATORS,Federal,I - Issued,[3-10089],[8-1448],Approved,5,"1,773,000",2026,September,9
IN,"Dubois, IN",Huntingburg,"Superior Ag Resources Cooperative, Inc.","Superior Ag Resources Cooperative, Inc.",State,,[],[8-1455],Approved,1,"722,000",2026,September,9
IN,"Dubois, IN",IRELAND,"Superior Ag Resources Cooperative, Inc.","Superior Ag Resources Cooperative, Inc.",State,,[],[8-1455],Approved,2,"389,000",2026,September,9
IN,"Fayette, IN",FALMOUTH,"Falmouth Farm Supply, Inc.","FALMOUTH FARM SUPPLY, INC.",State,,[],[8-1461],Approved,2,,2026,September,9
IN,"Rush, IN",GLENWOOD,"Falmouth Farm Supply, Inc.","FALMOUTH FARM SUPPLY, INC.",State,,[],[8-1461],Approved,1,,2026,September,9
IN,"Gibson, IN",PRINCETON (LYLES STATION),Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10191],[8-1463],Approved,13,"1,531,000",2026,September,9
IN,"Posey, IN",CYNTHIANA,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10191],[8-1463],Approved,12,"957,000",2026,September,9
WA,"Whitman, WA",PALOUSE,"Palouse Grain Growers, Inc.","Palouse Grain Growers, Inc.",State,,[],[8-1481],Approved,1,"960,000",2026,September,9
WI,"Monroe, WI",SPARTA,Sparta Cooperative Services,SPARTA COOPERATIVE SERVICES,State,,[],[8-1496],Approved,1,,2026,September,9
WA,"Garfield, WA",POMEROY,"Pomeroy Grain Growers, Inc.","POMEROY GRAIN GROWERS, INC.",State,,[],[8-1505],Approved,3,"1,281,000",2026,September,9
WA,"Garfield, WA",ZUMWALT,"Pomeroy Grain Growers, Inc.","POMEROY GRAIN GROWERS, INC.",State,,[],[8-1505],Approved,2,"180,000",2026,September,9
WA,"Whitman, WA",CENTRAL FERRY,"Pomeroy Grain Growers, Inc.","POMEROY GRAIN GROWERS, INC.",State,,[],[8-1505],Approved,1,"4,597,000",2026,September,9
WA,"Whitman, WA",CENTRAL FERRY,"Pomeroy Grain Growers, Inc.","POMEROY GRAIN GROWERS, INC.",State,,[],[8-1505],Approved,4,"4,919,000",2026,September,9
IL,"Effingham, IL",MONTROSE,Siemer Milling Company,Siemer Milling Company,State,,[],[8-1519],Approved,2,"738,000",2026,September,9
IL,"Effingham, IL",TEUTOPOLIS,Siemer Milling Company,Siemer Milling Company,State,,[],[8-1519],Approved,1,"2,720,000",2026,September,9
IL,"Christian, IL",ASSUMPTION,Assumption Cooperative Grain Company,ASSUMPTION COOPERATIVE GRAIN COMPANY,State,,[],[8-1530],Approved,1,"3,173,000",2026,September,9
IL,"Christian, IL",DUNKEL,Assumption Cooperative Grain Company,ASSUMPTION COOPERATIVE GRAIN COMPANY,State,,[],[8-1530],Approved,2,0,2026,September,9
IL,"Christian, IL",OWANECO,Assumption Cooperative Grain Company,ASSUMPTION COOPERATIVE GRAIN COMPANY,State,,[],[8-1530],Approved,4,"401,000",2026,September,9
IL,"Christian, IL",PALMER,Assumption Cooperative Grain Company,ASSUMPTION COOPERATIVE GRAIN COMPANY,State,,[],[8-1530],Approved,5,"1,622,000",2026,September,9
IL,"Christian, IL",PANA,Assumption Cooperative Grain Company,ASSUMPTION COOPERATIVE GRAIN COMPANY,State,,[],[8-1530],Approved,6,"4,973,000",2026,September,9
IL,"Christian, IL",Pana,Assumption Cooperative Grain Company,ASSUMPTION COOPERATIVE GRAIN COMPANY,State,,[],[8-1530],Approved,7,"462,000",2026,September,9
IL,"Shelby, IL",WESTERVELT,Assumption Cooperative Grain Company,ASSUMPTION COOPERATIVE GRAIN COMPANY,State,,[],[8-1530],Approved,3,"1,786,000",2026,September,9
IL,"Henry, IL",Atkinson,"Atkinson Grain & Fertilizer, Inc.","Atkinson Grain & Fertilizer, Inc.",State,,[],[8-1531],Approved,1,"2,773,000",2026,September,9
IL,"Henry, IL",Atkinson,"Atkinson Grain & Fertilizer, Inc.","Atkinson Grain & Fertilizer, Inc.",State,,[],[8-1531],Approved,2,"756,000",2026,September,9
IL,"Hancock, IL",Augusta,Augusta Farmer's Co-operative Company,Augusta Farmer's Co-operative Company,State,,[],[8-1533],Approved,1,"916,000",2026,September,9
OH,"Miami, OH",COVINGTON,"Rudy, Inc.","RUDY, INC.",State,,[],[8-1534],Approved,1,,2026,September,9
OH,"Miami, OH",WEST MILTON,"Rudy, Inc.","RUDY, INC.",State,,[],[8-1534],Approved,2,,2026,September,9
IL,"Iroquois, IL",Ashkum,Tri Central Coop,TRI CENTRAL COOP,State,,[],[8-1537],Approved,1,"4,933,000",2026,September,9
IL,"Pike, IL",Hull,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10193],[8-1538],Approved,5,"2,935,000",2026,September,9
MO,"Lewis, MO",La Grange,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10193],[8-1538],Approved,6,"960,000",2026,September,9
MO,"Pike, MO",Louisiana,Consolidated Grain and Barge Co.,CGB Elevators,Federal,I - Issued,[3-10193],[8-1538],Approved,7,"2,059,000",2026,September,9
WA,"Adams, WA",BAUER  (RITZVILLE),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,38,"269,000",2026,September,9
WA,"Adams, WA",Benge,Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,2,"421,000",2026,September,9
WA,"Adams, WA",GERING  (LIND),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,40,"111,000",2026,September,9
WA,"Adams, WA",LIND,Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,35,"909,000",2026,September,9
WA,"Adams, WA",LIND,Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,36,"1,669,000",2026,September,9
WA,"Adams, WA",LIND,Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,37,"1,692,000",2026,September,9
WA,"Adams, WA",Odessa (Moody),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,19,"664,000",2026,September,9
WA,"Adams, WA",PAHA  (RITZVILLE),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,41,"137,000",2026,September,9
WA,"Adams, WA",PENCE  (LIND),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,42,"419,000",2026,September,9
WA,"Adams, WA",PHILLIPS  (LIND),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,39,"1,245,000",2026,September,9
WA,"Adams, WA",PIZARRO  (LIND),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,43,"391,000",2026,September,9
WA,"Adams, WA",Ritzville,Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,1,"3,075,000",2026,September,9
WA,"Adams, WA",Ritzville (Batum),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,20,"584,000",2026,September,9
WA,"Adams, WA",Ritzville (Keystone),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,7,"147,000",2026,September,9
WA,"Adams, WA",Ritzville (Maier),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,6,"258,000",2026,September,9
WA,"Adams, WA",Ritzville (Marcellus),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,3,"688,000",2026,September,9
WA,"Adams, WA",Ritzville (Ralston),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,4,"521,000",2026,September,9
WA,"Adams, WA",Ritzville (Templin),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,21,"11,400,000",2026,September,9
WA,"Adams, WA",Ritzville (Tokio),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,5,"411,000",2026,September,9
WA,"Adams, WA",SCHRAG  (RITZVILLE),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,44,"1,693,000",2026,September,9
WA,"Adams, WA",Washtucna,Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,14,"819,000",2026,September,9
WA,"Adams, WA",Washtucna (Fletcher),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,16,"444,000",2026,September,9
WA,"Adams, WA",Washtucna (Sand Hills),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,17,"268,000",2026,September,9
WA,"Franklin, WA",Kahlotus,Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,24,"401,000",2026,September,9
WA,"Franklin, WA",Pasco (Windust),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,33,"855,000",2026,September,9
WA,"Grant, WA",Maizena (Moses Lake),Ritzville Warehouse Co.,"RITZVILLE WAREHOUSE CO., INC.",State,,[],[8-1539],Approved,45,"436,000",2026,September,9
